rank,music,main_artist,year,featuring1,featuring2,photo
43,Side To Side,Ariana Grande,2017,Nicki Minaj,,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg
44,Rockabye,Clean Bandit,2017,Sean Paul,Anne-Marie,https://charts-static.billboard.com/img/2016/11/clean-bandit-ywv-53x53.jpg
45,Feel It Still,Portugal. The Man,2017,,,https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z-53x53.jpg
46,Let Me Love You,DJ Snake,2017,Justin Bieber,,https://charts-static.billboard.com/img/2016/08/dj-snake-ncv-let-me-love-you-zhj-53x53.jpg
47,Sorry Not Sorry,Demi Lovato,2017,,,https://charts-static.billboard.com/img/2017/07/demi-lovato-sad-53x53.jpg
48,Bank Account,21 Savage,2017,,,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-87x87.jpg
49,Can't Stop The Feeling!,Justin Timberlake,2017,,,https://charts-static.billboard.com/img/2016/05/justin-timberlake-wmm-53x53.jpg
50,Mi Gente,J Balvin,2017,Willy William,Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-k1u-mi-gente-i6i-53x53.jpg
51,Thunder,Imagine Dragons,2017,,,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg
52,T-Shirt,Migos,2017,,,https://charts-static.billboard.com/img/2013/07/migos-0ho-53x53.jpg
53,Rake It Up,Yo Gotti,2017,Nicki Minaj,,https://charts-static.billboard.com/img/2017/06/yo-gotti-w7z-53x53.jpg
54,Mercy,Shawn Mendes,2017,,,https://charts-static.billboard.com/img/2016/09/shawn-mendes-2fw-mercy-fpn-53x53.jpg
55,Tunnel Vision,Kodak Black,2017,,,https://charts-static.billboard.com/img/2017/03/kodak-black-fap-53x53.jpg
56,Rockstar,Post Malone,2017,21 Savage,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
57,In Case You Didn't Know,Brett Young,2017,,,https://charts-static.billboard.com/img/2016/08/brett-young-9rw-53x53.jpg
58,Heathens,twenty one pilots,2017,,,https://charts-static.billboard.com/img/2016/07/twenty-one-pilots-840-53x53.jpg
59,Now Or Never,Halsey,2017,,,https://charts-static.billboard.com/img/2017/07/halsey-53x53.jpg
60,Caroline,Amine,2017,,,https://charts-static.billboard.com/img/2016/04/amine-2jr-53x53.jpg
61,Rolex,Ayo,2017,Teo,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
62,DNA.,Kendrick Lamar,2017,,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg
63,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,2017,Zayion McCall,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
64,Swang,Rae Sremmurd,2017,,,https://charts-static.billboard.com/img/2016/12/rae-sremmurd-f07-53x53.jpg
65,Passionfruit,Drake,2017,,,https://charts-static.billboard.com/img/2017/04/drake-hq6-passionfruit-czf-53x53.jpg
66,Loyalty.,Kendrick Lamar,2017,Rihanna,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg
67,Praying,Kesha,2017,,,https://charts-static.billboard.com/img/2017/07/kesha-iom-53x53.jpg
68,Goosebumps,Travis Scott,2017,,,https://charts-static.billboard.com/img/2013/07/travis-scott-jll-53x53.jpg
69,Cold,Maroon 5,2017,Future,,https://charts-static.billboard.com/img/2017/03/maroon-5-vhb-cold-38f-53x53.jpg
70,Broccoli,D.R.A.M.,2017,Lil Yachty,,https://charts-static.billboard.com/img/2016/04/dram-fpd-53x53.jpg
71,Slide,Calvin Harris,2017,Frank Ocean,Migos,https://charts-static.billboard.com/img/2017/03/calvin-harris-s9n-53x53.jpg
72,What Ifs,Kane Brown,2017,Lauren Alaina,,https://charts-static.billboard.com/img/2016/12/kane-brown-ndj-what-ifs-f3o-53x53.jpg
73,Chained To The Rhythm,Katy Perry,2017,Skip Marley,,https://charts-static.billboard.com/img/2017/02/katy-perry-featuring-skip-marley-3on-53x53.jpg
74,Feels,Calvin Harris,2017,"Pharrell Williams, Katy Perry",Big Sean,https://charts-static.billboard.com/img/2017/07/calvin-harris-s9n-feels-u8s-53x53.jpg
75,All Time Low,Jon Bellion,2017,,,https://charts-static.billboard.com/img/2015/05/jon-bellion-u8c-53x53.jpg
76,Hurricane,Luke Combs,2017,,,https://charts-static.billboard.com/img/2015/07/luke-combs-y14-53x53.jpg
77,Too Good At Goodbyes,Sam Smith,2017,,,https://charts-static.billboard.com/img/2017/09/sam-smith-9q2-53x53.jpg
78,Young Dumb & Broke,Khalid,2017,,,https://charts-static.billboard.com/img/2017/05/khalid-53x53.jpg
79,Magnolia,Playboi Carti,2017,,,https://charts-static.billboard.com/img/2017/05/playboi-carti-s71-magnolia-a83-53x53.jpg
80,Love Galore,SZA,2017,Travis Scott,,https://charts-static.billboard.com/img/2017/05/sza-8os-love-galore-bgq-53x53.jpg
81,Drowning,A Boogie Wit da Hoodie,2017,Kodak Black,,https://charts-static.billboard.com/img/2017/04/a-boogie-wit-da-hoodie-89d-53x53.jpg
82,Starving,Hailee Steinfeld,2017,Grey,Zedd,https://charts-static.billboard.com/img/2016/08/hailee-steinfeld-bg5-53x53.jpg
83,Both,Gucci Mane,2017,Drake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
84,What About Us,P!nk,2017,,,https://charts-static.billboard.com/img/2017/08/pnk-e1s-53x53.jpg
85,Swalla,Jason Derulo,2017,Nicki Minaj,Ty Dolla $ign,https://charts-static.billboard.com/img/2017/03/jason-derulo-3xq-53x53.jpg
86,Slippery,Migos,2017,Gucci Mane,,https://charts-static.billboard.com/img/2017/02/migos-0ho-slippery-f9u-53x53.jpg
87,Sign Of The Times,Harry Styles,2017,,,https://charts-static.billboard.com/img/2017/04/harry-styles-psx-sign-of-the-times-53n-53x53.jpg
88,Water Under The Bridge,Adele,2017,,,https://charts-static.billboard.com/img/2008/02/adele-hdy-87x87.jpg
89,Malibu,Miley Cyrus,2017,,,https://charts-static.billboard.com/img/2017/05/miley-cyrus-clj-53x53.jpg
90,Down,Marian Hill,2017,,,https://charts-static.billboard.com/img/2016/03/marian-hill-4lr-53x53.jpg
91,No Promises,Cheat Codes,2017,Demi Lovato,,https://charts-static.billboard.com/img/2017/04/cheat-codes-oej-53x53.jpg
92,Treat You Better,Shawn Mendes,2017,,,https://charts-static.billboard.com/img/2017/05/shawn-mendes-53x53.jpg
93,I Get The Bag,Gucci Mane,2017,Migos,,https://charts-static.billboard.com/img/2017/09/gucci-mane-fyx-53x53.jpg
94,Small Town Boy,Dustin Lynch,2017,,,https://charts-static.billboard.com/img/2017/03/dustin-lynch-wz1-53x53.jpg
95,Everyday We Lit,YFN Lucci,2017,PnB Rock,,https://charts-static.billboard.com/img/2017/01/yfn-lucci-xdv-53x53.jpg
96,Havana,Camila Cabello,2017,Young Thug,,https://charts-static.billboard.com/img/2017/08/camila-cabello-4tx-53x53.jpg
97,What Lovers Do,Maroon 5,2017,SZA,,https://charts-static.billboard.com/img/2017/09/maroon-5-9st-53x53.jpg
98,Do Re Mi,blackbear,2017,,,https://charts-static.billboard.com/img/2017/04/blackbear-nbm-do-re-mi-e2x-53x53.jpg
99,Look At Me!,XXXTENTACION,2017,,,https://charts-static.billboard.com/img/2017/01/xxxtentacion-dms-53x53.jpg
100,The Fighter,Keith Urban,2017,Carrie Underwood,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
1,God's Plan,Drake,2018,,,https://charts-static.billboard.com/img/2018/01/drake-hq6-53x53.jpg
2,Perfect,Ed Sheeran,2018,,,https://charts-static.billboard.com/img/2017/03/ed-sheeran-buv-53x53.jpg
3,Meant To Be,Bebe Rexha,2018,Florida Georgia Line,,https://charts-static.billboard.com/img/2017/10/bebe-rexha-8wm-53x53.jpg
4,Havana,Camila Cabello,2018,Young Thug,,https://charts-static.billboard.com/img/2017/08/camila-cabello-4tx-53x53.jpg
5,Rockstar,Post Malone,2018,21 Savage,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
6,Psycho,Post Malone,2018,Ty Dolla $ign,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
7,I Like It,"Cardi B, Bad Bunny",2018,J Balvin,,https://charts-static.billboard.com/img/2018/04/cardi-b-n38-i-like-it-ppy-53x53.jpg
8,The Middle,"Zedd, Maren Morris",2018,Grey,,https://charts-static.billboard.com/img/2018/02/zedd-edd-53x53.jpg
9,In My Feelings,Drake,2018,,,https://charts-static.billboard.com/img/2018/07/drake-zwl-in-my-feelings-591-53x53.jpg
10,Girls Like You,Maroon 5,2018,Cardi B,,https://charts-static.billboard.com/img/2018/06/maroon-5-9st-girls-like-you-32b-53x53.jpg
11,Nice For What,Drake,2018,,,https://charts-static.billboard.com/img/2018/04/drake-hq6-nice-for-what-9od-53x53.jpg
12,Lucid Dreams,Juice WRLD,2018,,,https://charts-static.billboard.com/img/2018/05/juice-wrld-f0a-lucid-dreams-q7f-53x53.jpg
13,Better Now,Post Malone,2018,,,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg
14,Finesse,Bruno Mars,2018,Cardi B,,https://charts-static.billboard.com/img/2018/01/bruno-mars-va7-53x53.jpg
15,Boo'd Up,Ella Mai,2018,,,https://charts-static.billboard.com/img/2018/02/ella-mai-4oz-53x53.jpg
16,New Rules,Dua Lipa,2018,,,https://charts-static.billboard.com/img/2017/07/dua-lipa-vxi-53x53.jpg
17,Sad!,XXXTENTACION,2018,,,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg
18,Never Be The Same,Camila Cabello,2018,,,https://charts-static.billboard.com/img/2016/11/camila-cabello-53x53.jpg
19,Love Lies,Khalid,2018,Normani,,https://charts-static.billboard.com/img/2018/03/khalid-p0u-love-lies-7dj-53x53.jpg
20,No Tears Left To Cry,Ariana Grande,2018,,,https://charts-static.billboard.com/img/2018/04/ariana-grande-ypy-no-tears-left-to-cry-hpd-53x53.jpg
21,Mine,Bazzi,2018,,,https://charts-static.billboard.com/img/2018/01/bazzi-3p6-53x53.jpg
22,Thunder,Imagine Dragons,2018,,,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg
23,Look Alive,BlocBoy JB,2018,Drake,,https://charts-static.billboard.com/img/2018/02/blocboy-jb-000-look-alive-jth-53x53.jpg
24,Delicate,Taylor Swift,2018,,,https://charts-static.billboard.com/img/2017/11/taylor-swift-p7u-delicate-cjq-53x53.jpg
25,Yes Indeed,Lil Baby,2018,Drake,,https://charts-static.billboard.com/img/2018/05/lil-baby-nwx-yes-indeed-nlh-53x53.jpg
26,Friends,Marshmello,2018,Anne-Marie,,https://charts-static.billboard.com/img/2018/02/marshmello-9ph-53x53.jpg
27,Bad At Love,Halsey,2018,,,https://charts-static.billboard.com/img/2017/07/halsey-iqm-53x53.jpg
28,Taste,Tyga,2018,Offset,,https://charts-static.billboard.com/img/2018/06/tyga-ofy-53x53.jpg
29,Let You Down,NF,2018,,,https://charts-static.billboard.com/img/2017/04/nf-53x53.jpg
30,No Limit,G-Eazy,2018,A$AP Rocky,Cardi B,https://charts-static.billboard.com/img/2017/09/g-eazy-4o5-53x53.jpg
31,FEFE,6ix9ine,2018,Nicki Minaj,Murda Beatz,https://charts-static.billboard.com/img/2018/08/6ix9ine-dc4-53x53.jpg
32,Tequila,Dan + Shay,2018,,,https://charts-static.billboard.com/img/2018/01/dan-shay-aqf-tequila-6pp-53x53.jpg
33,Feel It Still,Portugal. The Man,2018,,,https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z-53x53.jpg
34,MotorSport,"Migos, Nicki Minaj",2018,Cardi B,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
35,I Like Me Better,Lauv,2018,,,https://charts-static.billboard.com/img/2017/06/lauv-84o-53x53.jpg
36,Youngblood,5 Seconds Of Summer,2018,,,https://charts-static.billboard.com/img/2018/04/5-seconds-of-summer-deq-53x53.jpg
37,Whatever It Takes,Imagine Dragons,2018,,,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg
38,Ric Flair Drip,Offset,2018,Metro Boomin,,https://charts-static.billboard.com/img/2017/11/offset-cdz-53x53.jpg
39,I Fall Apart,Post Malone,2018,,,https://charts-static.billboard.com/img/2016/12/post-malone-tp6-53x53.jpg
40,Pray For Me,The Weeknd,2018,Kendrick Lamar,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
41,Back To You,Selena Gomez,2018,,,https://charts-static.billboard.com/img/2018/05/selena-gomez-nxt-53x53.jpg
42,Sicko Mode,Travis Scott,2018,,,https://charts-static.billboard.com/img/2018/08/travis-scott-jll-53x53.jpg
43,Walk It Talk It,Migos,2018,Drake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
44,Gucci Gang,Lil Pump,2018,,,https://charts-static.billboard.com/img/2017/09/lil-pump-9tf-53x53.jpg
45,Him & I,G-Eazy,2018,Halsey,,https://charts-static.billboard.com/img/2017/12/g-eazy-4o5-53x53.jpg
46,In My Blood,Shawn Mendes,2018,,,https://charts-static.billboard.com/img/2018/03/shawn-mendes-2fw-53x53.jpg
47,All The Stars,Kendrick Lamar,2018,SZA,,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-h1y-53x53.jpg
48,Stir Fry,Migos,2018,,,https://charts-static.billboard.com/img/2018/01/migos-0ho-53x53.jpg
49,Too Good At Goodbyes,Sam Smith,2018,,,https://charts-static.billboard.com/img/2017/09/sam-smith-9q2-53x53.jpg
50,Love.,Kendrick Lamar,2018,Zacari,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg
51,This Is America,Childish Gambino,2018,,,https://charts-static.billboard.com/img/2018/05/childish-gambino-f0k-53x53.jpg
52,Nonstop,Drake,2018,,,https://charts-static.billboard.com/img/2018/07/drake-zwl-nonstop-20y-53x53.jpg
53,Heaven,Kane Brown,2018,,,https://charts-static.billboard.com/img/2017/10/kane-brown-k3k-53x53.jpg
54,Bodak Yellow (Money Moves),Cardi B,2018,,,https://charts-static.billboard.com/img/2017/07/cardi-b-n38-53x53.jpg
55,Freaky Friday,Lil Dicky,2018,Chris Brown,,https://charts-static.billboard.com/img/2018/03/lil-dicky-ijo-freaky-friday-6la-53x53.jpg
56,Gummo,6ix9ine,2018,,,https://charts-static.billboard.com/img/2017/12/6ix9ine-dc4-53x53.jpg
57,Plug Walk,Rich The Kid,2018,,,https://charts-static.billboard.com/img/2018/02/rich-the-kid-zlg-53x53.jpg
58,Wait,Maroon 5,2018,,,https://charts-static.billboard.com/img/2017/11/maroon-5-9st-53x53.jpg
59,Be Careful,Cardi B,2018,,,https://charts-static.billboard.com/img/2018/04/cardi-b-mts-be-careful-q5e-53x53.jpg
60,Wolves,Selena Gomez X Marshmello,2018,,,https://charts-static.billboard.com/img/2017/11/selena-gomez-scg-53x53.jpg
61,Bartier Cardi,Cardi B,2018,21 Savage,,https://charts-static.billboard.com/img/2018/01/cardi-b-mts-53x53.jpg
62,God Is A Woman,Ariana Grande,2018,,,https://charts-static.billboard.com/img/2018/07/ariana-grande-nxo-god-is-a-woman-nlc-53x53.jpg
63,Big Bank,YG,2018,"2 Chainz, Big Sean",Nicki Minaj,https://charts-static.billboard.com/img/2018/06/yg-fg4-53x53.jpg
64,Sorry Not Sorry,Demi Lovato,2018,,,https://charts-static.billboard.com/img/2017/07/demi-lovato-sad-53x53.jpg
65,How Long,Charlie Puth,2018,,,https://charts-static.billboard.com/img/2017/10/charlie-puth-ge7-how-long-2rr-53x53.jpg
66,Lights Down Low,MAX,2018,gnash,,https://charts-static.billboard.com/img/2017/03/max-1-32c-53x53.jpg
67,Young Dumb & Broke,Khalid,2018,,,https://charts-static.billboard.com/img/2017/05/khalid-53x53.jpg
68,One Kiss,Calvin Harris,2018,Dua Lipa,,https://charts-static.billboard.com/img/2018/04/calvin-harris-s9n-53x53.jpg
69,Natural,Imagine Dragons,2018,,,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg
70,You Make It Easy,Jason Aldean,2018,,,https://charts-static.billboard.com/img/2018/02/jason-aldean-sa0-53x53.jpg
71,Shape Of You,Ed Sheeran,2018,,,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-53x53.jpg
72,I Get The Bag,Gucci Mane,2018,Migos,,https://charts-static.billboard.com/img/2017/09/gucci-mane-fyx-53x53.jpg
73,No Brainer,DJ Khaled,2018,"Justin Bieber, Chance The Rapper",Quavo,https://charts-static.billboard.com/img/2018/08/dj-khaled-abf-53x53.jpg
74,Plain Jane,A$AP Ferg,2018,Nicki Minaj,,https://charts-static.billboard.com/img/2017/09/aap-ferg-vp1-53x53.jpg
75,Sky Walker,Miguel,2018,Travis Scott,,https://charts-static.billboard.com/img/2017/09/miguel-y6r-53x53.jpg
76,Marry Me,Thomas Rhett,2018,,,https://charts-static.billboard.com/img/1840/12/thomas-rhett-490-53x53.jpg
77,Eastside,"benny blanco, Halsey",2018,Khalid,,https://charts-static.billboard.com/img/2018/07/benny-blanco-000-eastside-70k-53x53.jpg
78,Call Out My Name,The Weeknd,2018,,,https://charts-static.billboard.com/img/2018/04/the-weeknd-pqn-call-out-my-name-0yo-53x53.jpg
79,King's Dead,"Jay Rock, Kendrick Lamar, Future",2018,James Blake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
80,Happier,Marshmello,2018,Bastille,,https://charts-static.billboard.com/img/2018/08/marshmello-9ph-happier-p74-53x53.jpg
81,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna",2018,Bad Bunny,,https://charts-static.billboard.com/img/2018/04/casper-magico-000-53x53.jpg
82,Simple,Florida Georgia Line,2018,,,https://charts-static.billboard.com/img/2018/06/florida-georgia-line-wbf-53x53.jpg
83,Lemon,N*E*R*D,2018,Rihanna,,https://charts-static.billboard.com/img/2017/11/nerd-yfk-53x53.jpg
84,1-800-273-8255,Logic,2018,Alessia Cara,Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg
85,Say Something,Justin Timberlake,2018,Chris Stapleton,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
86,I'm Upset,Drake,2018,,,https://charts-static.billboard.com/img/2018/06/drake-hq6-im-upset-raz-53x53.jpg
87,Get Along,Kenny Chesney,2018,,,https://charts-static.billboard.com/img/2018/04/kenny-chesney-0nz-53x53.jpg
88,Moonlight,XXXTENTACION,2018,,,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg
89,What Lovers Do,Maroon 5,2018,SZA,,https://charts-static.billboard.com/img/2017/09/maroon-5-9st-53x53.jpg
90,X,Nicky Jam x J Balvin,2018,,,https://charts-static.billboard.com/img/2018/03/nicky-jam-x-j-balvin-fbl-53x53.jpg
91,Outside Today,YoungBoy Never Broke Again,2018,,,https://charts-static.billboard.com/img/2017/06/youngboy-never-broke-again-cu3-53x53.jpg
92,Trip,Ella Mai,2018,,,https://charts-static.billboard.com/img/2018/08/ella-mai-fle-53x53.jpg
93,Dura,Daddy Yankee,2018,,,https://charts-static.billboard.com/img/2018/02/daddy-yankee-1tx-53x53.jpg
94,Changes,XXXTENTACION,2018,,,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg
95,Mercy,Brett Young,2018,,,https://charts-static.billboard.com/img/2017/07/brett-young-9rw-53x53.jpg
96,One Number Away,Luke Combs,2018,,,https://charts-static.billboard.com/img/2017/06/luke-combs-y14-53x53.jpg
97,Powerglide,Rae Sremmurd,2018,Juicy J,,https://charts-static.billboard.com/img/2018/03/rae-sremmurd-f07-53x53.jpg
98,IDGAF,Dua Lipa,2018,,,https://charts-static.billboard.com/img/2018/01/dua-lipa-5k0-idgaf-for-53x53.jpg
99,Mi Gente,J Balvin,2018,Willy William,Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-k1u-mi-gente-i6i-53x53.jpg
100,Believer,Imagine Dragons,2018,,,https://charts-static.billboard.com/img/2017/02/imagine-dragons-wca-believer-ptm-53x53.jpg
1,Old Town Road,Lil Nas X,2019,Billy Ray Cyrus,,https://charts-static.billboard.com/img/2019/03/lil-nas-x-zl6-old-town-road-4gg-53x53.jpg
2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone,2019,Swae Lee,,https://charts-static.billboard.com/img/2018/10/post-malone-tp6-sunflower-spiderman-into-the-spiderverse-knj-53x53.jpg
3,Without Me,Halsey,2019,,,https://charts-static.billboard.com/img/2018/10/halsey-7xl-without-me-fsb-53x53.jpg
4,Bad Guy,Billie Eilish,2019,,,https://charts-static.billboard.com/img/2019/04/billie-eilish-acb-bad-guy-7mt-53x53.jpg
5,Wow.,Post Malone,2019,,,https://charts-static.billboard.com/img/2019/01/post-malone-tp6-wow-wzo-53x53.jpg
6,Happier,Marshmello,2019,Bastille,,https://charts-static.billboard.com/img/2018/08/marshmello-9ph-happier-p74-53x53.jpg
7,7 Rings,Ariana Grande,2019,,,https://charts-static.billboard.com/img/2019/01/ariana-grande-ypy-7-rings-8ag-53x53.jpg
8,Talk,Khalid,2019,,,https://charts-static.billboard.com/img/2019/02/khalid-p0u-talk-1dz-53x53.jpg
9,Sicko Mode,Travis Scott,2019,,,https://charts-static.billboard.com/img/2018/08/travis-scott-jll-53x53.jpg
10,Sucker,Jonas Brothers,2019,,,https://charts-static.billboard.com/img/2019/03/jonas-brothers-hnh-sucker-1yg-53x53.jpg
11,High Hopes,Panic! At The Disco,2019,,,https://charts-static.billboard.com/img/2018/06/panic-at-the-disco-git-high-hopes-5p8-53x53.jpg
12,"Thank U, Next",Ariana Grande,2019,,,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-53x53.jpg
13,Truth Hurts,Lizzo,2019,,,https://charts-static.billboard.com/img/2019/05/lizzo-w3u-truth-hurts-tmm-53x53.jpg
14,Dancing With A Stranger,Sam Smith,2019,Normani,,https://charts-static.billboard.com/img/2019/01/sam-smith-9q2-dancing-with-a-stranger-6cj-53x53.jpg
15,Senorita,Shawn Mendes,2019,Camila Cabello,,https://charts-static.billboard.com/img/2019/06/shawn-mendes-drf-senorita-qa7-53x53.jpg
16,I Don't Care,Ed Sheeran,2019,Justin Bieber,,https://charts-static.billboard.com/img/2019/05/ed-sheeran-buv-i-dont-care-w7v-53x53.jpg
17,Eastside,"benny blanco, Halsey",2019,Khalid,,https://charts-static.billboard.com/img/2018/07/benny-blanco-000-eastside-70k-53x53.jpg
18,Going Bad,Meek Mill,2019,Drake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
19,Shallow,Lady Gaga,2019,Bradley Cooper,,https://charts-static.billboard.com/img/2018/10/lady-gaga-gyl-53x53.jpg
20,Better,Khalid,2019,,,https://charts-static.billboard.com/img/2018/09/khalid-p0u-53x53.jpg
21,No Guidance,Chris Brown,2019,Drake,,https://charts-static.billboard.com/img/2019/06/chris-brown-abf-no-guidance-yi0-53x53.jpg
22,Girls Like You,Maroon 5,2019,Cardi B,,https://charts-static.billboard.com/img/2018/06/maroon-5-9st-girls-like-you-32b-53x53.jpg
23,Sweet But Psycho,Ava Max,2019,,,https://charts-static.billboard.com/img/2018/11/ava-max-k5u-sweet-but-psycho-suq-53x53.jpg
24,Suge,DaBaby,2019,,,https://charts-static.billboard.com/img/2019/03/dababy-yo9-53x53.jpg
25,Middle Child,J. Cole,2019,,,https://charts-static.billboard.com/img/2019/02/j-cole-s1s-middle-child-1z0-53x53.jpg
26,Drip Too Hard,Lil Baby,2019,Gunna,,https://charts-static.billboard.com/img/2018/09/lil-baby-nwx-53x53.jpg
27,Someone You Loved,Lewis Capaldi,2019,,,https://charts-static.billboard.com/img/2019/03/lewis-capaldi-s2h-someone-you-loved-em0-53x53.jpg
28,Ran$om,Lil Tecca,2019,,,https://charts-static.billboard.com/img/2019/06/lil-tecca-d66-ran$om-s4s-53x53.jpg
29,If I Can't Have You,Shawn Mendes,2019,,,https://charts-static.billboard.com/img/2019/05/shawn-mendes-drf-if-i-cant-have-you-2w4-53x53.jpg
30,Goodbyes,Post Malone,2019,Young Thug,,https://charts-static.billboard.com/img/2019/07/post-malone-1vw-goodbyes-b73-53x53.jpg
31,ZEZE,Kodak Black,2019,Travis Scott,Offset,https://charts-static.billboard.com/img/2018/10/kodak-black-fap-53x53.jpg
32,Better Now,Post Malone,2019,,,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg
33,Youngblood,5 Seconds Of Summer,2019,,,https://charts-static.billboard.com/img/2018/04/5-seconds-of-summer-deq-53x53.jpg
34,Money In The Grave,Drake,2019,Rick Ross,,https://charts-static.billboard.com/img/2019/06/drake-hq6-money-in-the-grave-7rt-53x53.jpg
35,Speechless,Dan + Shay,2019,,,https://charts-static.billboard.com/img/2018/06/dan-shay-aqf-speechless-mhy-53x53.jpg
36,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019,,,https://charts-static.billboard.com/img/2019/02/ariana-grande-ypy-break-up-with-your-girlfriend-im-bored-iv2-53x53.jpg
37,Please Me,Cardi B,2019,Bruno Mars,,https://charts-static.billboard.com/img/2019/02/cardi-b-n38-53x53.jpg
38,Money,Cardi B,2019,,,https://charts-static.billboard.com/img/2018/11/cardi-b-n38-53x53.jpg
39,You Need To Calm Down,Taylor Swift,2019,,,https://charts-static.billboard.com/img/2019/06/taylor-swift-70p-you-need-to-calm-down-47l-53x53.jpg
40,Panini,Lil Nas X,2019,,,https://charts-static.billboard.com/img/2019/07/lil-nas-x-zl6-panini-0g9-53x53.jpg
41,Look Back At It,A Boogie Wit da Hoodie,2019,,,https://charts-static.billboard.com/img/2018/12/a-boogie-wit-da-hoodie-nk3-look-back-at-it-shz-53x53.jpg
42,A Lot,21 Savage,2019,,,https://charts-static.billboard.com/img/2019/01/21-savage-4qv-53x53.jpg
43,ME!,Taylor Swift,2019,Brendon Urie,,https://charts-static.billboard.com/img/2019/05/taylor-swift-70p-me-ffx-53x53.jpg
44,MIA,Bad Bunny,2019,Drake,,https://charts-static.billboard.com/img/2018/10/bad-bunny-qln-mia-n47-53x53.jpg
45,Pop Out,Polo G,2019,Lil Tjay,,https://charts-static.billboard.com/img/2019/03/polo-g-g7p-pop-out-mwa-53x53.jpg
46,Beautiful Crazy,Luke Combs,2019,,,https://charts-static.billboard.com/img/2018/05/luke-combs-y14-53x53.jpg
47,Thotiana,Blueface,2019,,,https://charts-static.billboard.com/img/2019/01/blueface-2aw-53x53.jpg
48,Lucid Dreams,Juice WRLD,2019,,,https://charts-static.billboard.com/img/2018/05/juice-wrld-f0a-lucid-dreams-q7f-53x53.jpg
49,Mo Bamba,Sheck Wes,2019,,,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-53x53.jpg
50,Beautiful People,Ed Sheeran,2019,Khalid,,https://charts-static.billboard.com/img/2019/07/ed-sheeran-featuring-khalid-000-beautiful-people-qgs-53x53.jpg
51,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2019,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
