rank,music,main_artist,year,featuring1,featuring2,photo,id_music,id_position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,tempo,uri,duration_ms
38,One More Night,Maroon 5,2013,,,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,4XNrMwGx1SqP01sqkGTDmo,737,0.718,0.82,-3.453,0.0323,0.0444,0.0,92.998,spotify:track:4XNrMwGx1SqP01sqkGTDmo,219467.0
39,Love Me,Lil Wayne,2013,Drake,Future,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,738,,,,,,,,,
40,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,,,https://charts-static.billboard.com/img/2013/02/fall-out-boy-zhw-53x53.jpg,,739,,,,,,,,,
41,F**kin Problems,A$AP Rocky,2013,"Drake, 2 Chainz",Kendrick Lamar,https://charts-static.billboard.com/img/2012/11/aap-rocky-ai8-f**kin-problems-c83-53x53.jpg,,740,,,,,,,,,
42,Beauty And A Beat,Justin Bieber,2013,Nicki Minaj,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,190jyVPHYjAqEaOGmMzdyk,741,0.601,0.843,-4.87,0.0593,0.000704,5.27e-05,128.002,spotify:track:190jyVPHYjAqEaOGmMzdyk,227987.0
43,Same Love,Macklemore,2013,Ryan Lewis,Mary Lambert,https://charts-static.billboard.com/img/2012/10/macklemore-ryan-lewis-th1-53x53.jpg,01uqI4H13Gsd8Lyl1EYd8H,742,0.688,0.473,-9.059,0.167,0.716,4.46e-05,84.958,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,318525.0
44,Sweet Nothing,Calvin Harris,2013,Florence Welch,,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-53x53.jpg,24LS4lQShWyixJ0ZrJXfJ5,743,0.573,0.929,-3.942,0.109,0.197,0.000112,127.934,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,212560.0
45,Summertime Sadness,Lana Del Rey,2013,Cedric Gervais,,https://charts-static.billboard.com/img/2012/02/lana-del-rey-x3j-53x53.jpg,2dBwB667LHQkLhdYlwLUZK,744,0.565,0.654,-6.826,0.0335,0.0542,1.8e-06,111.968,spotify:track:2dBwB667LHQkLhdYlwLUZK,265427.0
46,Home,Phillip Phillips,2013,,,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg,,745,,,,,,,,,
47,It's Time,Imagine Dragons,2013,,,https://charts-static.billboard.com/img/2012/03/imagine-dragons-wca-53x53.jpg,6BtmXhTJMM9sBTHeYYASGz,746,0.656,0.884,-4.748,0.0372,0.0162,0.0,105.009,spotify:track:6BtmXhTJMM9sBTHeYYASGz,237987.0
48,Power Trip,J. Cole,2013,Miguel,,https://charts-static.billboard.com/img/2013/03/j-cole-s1s-53x53.jpg,7FOJvA3PxiIU0DN3JjQ7jT,747,0.667,0.61,-7.054,0.217,0.322,0.000203,99.991,spotify:track:7FOJvA3PxiIU0DN3JjQ7jT,241160.0
49,Girl On Fire,Alicia Keys,2013,Nicki Minaj,,https://charts-static.billboard.com/img/2012/09/alicia-keys-xkr-53x53.jpg,3XyMPyuWwHcGMvXeJY6Qt0,748,0.554,0.808,-5.943,0.305,0.0876,0.00402,92.586,spotify:track:3XyMPyuWwHcGMvXeJY6Qt0,270720.0
50,Heart Attack,Demi Lovato,2013,,,https://charts-static.billboard.com/img/2013/03/demi-lovato-rh9-53x53.jpg,1V6gIisPpYqgFeWbMLI0bA,749,0.504,0.785,-4.802,0.104,0.0738,0.0,173.968,spotify:track:1V6gIisPpYqgFeWbMLI0bA,210840.0
51,Love Somebody,Maroon 5,2013,,,https://charts-static.billboard.com/img/2013/05/maroon-5-9st-53x53.jpg,0HnaqUxvHP5LaWdmWwJpiS,750,0.675,0.792,-6.303,0.0368,0.145,0.0,120.016,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,229813.0
52,I Will Wait,Mumford,2013,Sons,,https://charts-static.billboard.com/img/2012/08/mumford-sons-miw-53x53.jpg,0hm8rgOY17z7kQJlqGKbu7,751,0.48,0.756,-5.399,0.0333,0.00993,0.00704,131.127,spotify:track:0hm8rgOY17z7kQJlqGKbu7,276720.0
53,Try,P!nk,2013,,,https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg,1jF7IL57ayN4Ity3jQqGu0,752,0.673,0.629,-7.072,0.0299,0.00141,0.0,103.998,spotify:track:1jF7IL57ayN4Ity3jQqGu0,247907.0
54,Wagon Wheel,Darius Rucker,2013,,,https://charts-static.billboard.com/img/2013/01/darius-rucker-iex-53x53.jpg,3xdjjKMcMOFgo1eQrfbogM,753,0.537,0.66,-7.174,0.0296,0.455,0.0,148.096,spotify:track:3xdjjKMcMOFgo1eQrfbogM,298373.0
55,Gangnam Style,PSY,2013,,,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg,03UrZgTINDqvnUMbbIMhql,754,0.727,0.937,-2.871,0.287,0.00417,0.0,132.067,spotify:track:03UrZgTINDqvnUMbbIMhql,219493.0
56,I Need Your Love,Calvin Harris,2013,Ellie Goulding,,https://charts-static.billboard.com/img/2013/01/calvin-harris-s9n-53x53.jpg,05SBRd4fXgn8FX7bf8BCAE,755,0.695,0.869,-5.066,0.0483,0.41,0.0,124.989,spotify:track:05SBRd4fXgn8FX7bf8BCAE,234507.0
57,Die Young,Ke$ha,2013,,,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,756,,,,,,,,,
58,Some Nights,fun.,2013,,,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg,6t6oULCRS6hnI7rm0h5gwl,757,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,107.938,spotify:track:6t6oULCRS6hnI7rm0h5gwl,277040.0
59,Bad,Wale,2013,Tiara Thomas Or Rihanna,,https://charts-static.billboard.com/img/2013/02/wale-p1n-53x53.jpg,,758,,,,,,,,,
60,Boys 'round Here,Blake Shelton,2013,Pistol Annies,Friends,https://charts-static.billboard.com/img/2013/04/blake-shelton-m3d-53x53.jpg,,759,,,,,,,,,
61,"Gone, Gone, Gone",Phillip Phillips,2013,,,https://charts-static.billboard.com/img/2012/12/phillip-phillips-1jf-53x53.jpg,5L79aNYCTKiZq7vaOElXYj,760,0.664,0.642,-5.961,0.038,0.129,0.0,118.002,spotify:track:5L79aNYCTKiZq7vaOElXYj,209693.0
62,Demons,Imagine Dragons,2013,,,https://charts-static.billboard.com/img/2012/08/imagine-dragons-wca-demons-j2t-53x53.jpg,3LlAyCYU26dvFZBDUIMb7a,761,0.505,0.71,-3.015,0.0321,0.19,0.00025,89.938,spotify:track:3LlAyCYU26dvFZBDUIMb7a,175200.0
63,Counting Stars,OneRepublic,2013,,,https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg,6sy3LkhNFjJWlaeSMNwQ62,762,0.664,0.705,-4.972,0.0382,0.0654,0.0,122.017,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,257840.0
64,I Cry,Flo Rida,2013,,,https://charts-static.billboard.com/img/2012/09/flo-rida-8v1-53x53.jpg,4bZd0nRuX8HyjeXAUBczvm,763,0.693,0.822,-5.441,0.0439,0.00616,1.79e-06,126.035,spotify:track:4bZd0nRuX8HyjeXAUBczvm,223800.0
65,Little Talks,Of Monsters And Men,2013,,,https://charts-static.billboard.com/img/2011/11/of-monsters-and-men-03q-little-talks-jig-53x53.jpg,,764,,,,,,,,,
66,The Other Side,Jason Derulo,2013,,,https://charts-static.billboard.com/img/2013/05/jason-derulo-3xq-53x53.jpg,5FljCWR0cys07PQ9277GTz,765,0.561,0.836,-3.939,0.1,0.0525,0.0,127.923,spotify:track:5FljCWR0cys07PQ9277GTz,226987.0
67,Berzerk,Eminem,2013,,,https://charts-static.billboard.com/img/2013/09/eminem-c16-53x53.jpg,6Xk7PnitV9jCRorWt2LiVZ,766,0.739,0.872,-4.059,0.333,0.0217,0.0,95.084,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,238746.0
68,Catch My Breath,Kelly Clarkson,2013,,,https://charts-static.billboard.com/img/2012/10/kelly-clarkson-tcv-53x53.jpg,5qxPabNDnJQ551Tf4v6k3j,767,0.692,0.908,-5.364,0.0677,0.0251,0.0,124.042,spotify:track:5qxPabNDnJQ551Tf4v6k3j,250387.0
69,Crash My Party,Luke Bryan,2013,,,https://charts-static.billboard.com/img/2013/04/luke-bryan-qhx-53x53.jpg,6GBUsjHfZuweYf5lQEz6mP,768,0.526,0.816,-4.009,0.0421,0.0285,0.0,144.032,spotify:track:6GBUsjHfZuweYf5lQEz6mP,234760.0
70,Pour It Up,Rihanna,2013,,,https://charts-static.billboard.com/img/2012/12/rihanna-v3t-53x53.jpg,76VtA90NKurNqaQpV126Ue,769,0.785,0.478,-8.735,0.0419,0.0254,0.0,134.002,spotify:track:76VtA90NKurNqaQpV126Ue,161200.0
71,22,Taylor Swift,2013,,,https://charts-static.billboard.com/img/2012/11/taylor-swift-70p-22-wom-53x53.jpg,3bIxTsfeNMO7Nt2J3EUKrA,770,0.658,0.729,-6.561,0.0378,0.00215,0.0013,104.007,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,230133.0
72,I Want Crazy,Hunter Hayes,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,4FkgULes13bk2eHrsJg4q9,771,0.562,0.878,-4.806,0.0387,0.0539,0.0,103.029,spotify:track:4FkgULes13bk2eHrsJg4q9,236865.0
73,The Fox,Ylvis,2013,,,https://charts-static.billboard.com/img/2013/09/ylvis-4y6-53x53.jpg,5HOpkTTVcmZHnthgyxrIL8,772,0.703,0.867,-4.292,0.0453,0.107,0.0,128.008,spotify:track:5HOpkTTVcmZHnthgyxrIL8,213708.0
74,Best Song Ever,One Direction,2013,,,https://charts-static.billboard.com/img/2011/09/one-direction-0i5-53x53.jpg,5T7ZFtCcOgkpjxcuaeZbw0,773,0.652,0.877,-2.986,0.0465,0.0227,0.0,118.491,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,200107.0
75,The A Team,Ed Sheeran,2013,,,https://charts-static.billboard.com/img/2012/02/ed-sheeran-buv-the-a-team-lyt-53x53.jpg,1VdZ0vKfR5jneCmWIUAMxK,774,0.642,0.289,-9.918,0.0367,0.669,0.0,84.996,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,258373.0
76,Carry On,fun.,2013,,,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg,7gpy7sfWPNuOKmUNs3XQYE,775,0.388,0.694,-5.769,0.0735,0.118,0.000293,145.434,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,278373.0
77,Highway Don't Care,Tim McGraw With Taylor Swift,2013,,,https://charts-static.billboard.com/img/2013/02/tim-mcgraw-eb5-53x53.jpg,,776,,,,,,,,,
78,That's My Kind Of Night,Luke Bryan,2013,,,https://charts-static.billboard.com/img/2007/02/luke-bryan-kl4-53x53.jpg,5HGibWoxnkYSkl6mHmAlOE,777,0.661,0.751,-2.909,0.0481,0.0571,0.0,109.995,spotify:track:5HGibWoxnkYSkl6mHmAlOE,190187.0
79,Swimming Pools (Drank),Kendrick Lamar,2013,,,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-h1y-53x53.jpg,,778,,,,,,,,,
80,Sure Be Cool If You Did,Blake Shelton,2013,,,https://charts-static.billboard.com/img/2017/02/blake-shelton-53x53.jpg,5yIiXdLRE85OBiQmCaUenq,779,0.576,0.726,-4.625,0.035,0.255,0.0,136.802,spotify:track:5yIiXdLRE85OBiQmCaUenq,215720.0
81,#Beautiful,Mariah Carey,2013,Miguel,,https://charts-static.billboard.com/img/2013/05/mariah-carey-tgq-53x53.jpg,,780,,,,,,,,,
82,Troublemaker,Olly Murs,2013,Flo Rida,,https://charts-static.billboard.com/img/2017/03/olly-murs-53x53.jpg,0gRczqVHrEQQDyizJUtgRc,781,0.761,0.856,-3.65,0.0731,0.02,0.0,106.009,spotify:track:0gRczqVHrEQQDyizJUtgRc,185200.0
83,Body Party,Ciara,2013,,,https://charts-static.billboard.com/img/2013/03/ciara-b1v-53x53.jpg,0rFZaQ4crlGAzuCjWCQ2xu,782,0.577,0.576,-6.299,0.0563,0.0143,0.0,133.973,spotify:track:0rFZaQ4crlGAzuCjWCQ2xu,234040.0
84,Adorn,Miguel,2013,,,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg,25cUhiAod71TIQSNicOaW3,783,0.625,0.576,-5.693,0.175,0.0543,4.07e-05,179.063,spotify:track:25cUhiAod71TIQSNicOaW3,193147.0
85,Hall Of Fame,The Script,2013,will.i.am,,https://charts-static.billboard.com/img/2012/09/the-script-lb9-53x53.jpg,,784,,,,,,,,,
86,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,,,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg,,785,,,,,,,,,
87,U.O.E.N.O.,Rocko,2013,Future,Rick Ross,https://charts-static.billboard.com/img/2013/04/rocko-s0l-53x53.jpg,0HFrCOmhCYXlv4NdEwRAuj,786,0.422,0.641,-4.947,0.323,0.422,0.0,187.027,spotify:track:0HFrCOmhCYXlv4NdEwRAuj,260276.0
88,Next To Me,Emeli Sande,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,1Xsxp1SEOxuMzjrFZhtw8u,787,0.674,0.81,-5.117,0.0378,0.0923,4.74e-05,94.995,spotify:track:1Xsxp1SEOxuMzjrFZhtw8u,196867.0
89,Mama's Broken Heart,Miranda Lambert,2013,,,https://charts-static.billboard.com/img/2011/11/miranda-lambert-miy-53x53.jpg,2mXsZsJBThTaJXbNcg5QD4,788,0.768,0.809,-4.204,0.0616,0.278,0.0,111.989,spotify:track:2mXsZsJBThTaJXbNcg5QD4,177773.0
90,It Goes Like This,Thomas Rhett,2013,,,https://charts-static.billboard.com/img/2013/05/thomas-rhett-r0o-53x53.jpg,6GsAD8PgHxmEuIPTG8GP3M,789,0.543,0.837,-6.448,0.0608,0.117,0.0,168.056,spotify:track:6GsAD8PgHxmEuIPTG8GP3M,186080.0
91,Bugatti,Ace Hood,2013,Future,Rick Ross,https://charts-static.billboard.com/img/2013/02/ace-hood-jne-bugatti-unn-53x53.jpg,0uFvvXbmGIXlf5ZgtHyYpf,790,0.6,0.592,-4.947,0.0545,0.0191,0.0,130.205,spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,269267.0
92,Wanted,Hunter Hayes,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,0p1BcEcYVO3uk4KDf3gzkY,791,0.421,0.476,-7.692,0.0298,0.268,0.0,169.784,spotify:track:0p1BcEcYVO3uk4KDf3gzkY,228840.0
93,Downtown,Lady Antebellum,2013,,,https://charts-static.billboard.com/img/2013/02/lady-antebellum-g3u-53x53.jpg,4kY7rYtE4OQkJNq22OIYRI,792,0.532,0.825,-5.287,0.0468,0.18,0.0,169.961,spotify:track:4kY7rYtE4OQkJNq22OIYRI,195867.0
94,Get Your Shine On,Florida Georgia Line,2013,,,https://charts-static.billboard.com/img/2012/10/florida-georgia-line-wbf-53x53.jpg,6s9ICeczYOfbHHIaSMq9jd,793,0.497,0.927,-4.52,0.0371,0.00286,1.26e-06,96.991,spotify:track:6s9ICeczYOfbHHIaSMq9jd,222013.0
95,#thatPOWER,will.i.am,2013,Justin Bieber,,https://charts-static.billboard.com/img/2013/04/william-eaz-53x53.jpg,01TuObJVd7owWchVRuQbQw,794,0.797,0.608,-6.096,0.0583,0.00112,7.66e-05,128.0,spotify:track:01TuObJVd7owWchVRuQbQw,279507.0
96,Brave,Sara Bareilles,2013,,,https://charts-static.billboard.com/img/2013/05/sara-bareilles-m95-53x53.jpg,6Uy6K3KdmUdAfelUp0SeXn,795,0.551,0.836,-3.838,0.0524,0.00502,2.1e-05,185.063,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,220573.0
97,Let Her Go,Passenger,2013,,,https://charts-static.billboard.com/img/2016/10/passenger-53x53.jpg,0JmiBCpWc1IAc0et7Xm7FL,796,0.479,0.545,-7.346,0.0688,0.365,0.0,74.897,spotify:track:0JmiBCpWc1IAc0et7Xm7FL,252733.0
98,Runnin' Outta Moonlight,Randy Houser,2013,,,https://charts-static.billboard.com/img/2013/02/randy-houser-ilh-53x53.jpg,6enPOmd3vSFpI4jjms8kXN,797,0.526,0.801,-3.717,0.0393,0.0354,3.17e-06,172.024,spotify:track:6enPOmd3vSFpI4jjms8kXN,193773.0
99,I'm Different,2 Chainz,2013,,,https://charts-static.billboard.com/img/2012/09/2-chainz-8fw-53x53.jpg,,798,,,,,,,,,
100,Still Into You,Paramore,2013,,,https://charts-static.billboard.com/img/2013/04/paramore-teo-53x53.jpg,,799,,,,,,,,,
1,Happy,Pharrell Williams,2014,,,https://charts-static.billboard.com/img/2014/01/pharrell-williams-rbx-53x53.jpg,60nZcImufyMA1MKQY3dcCH,800,0.647,0.822,-4.662,0.183,0.219,0.0,160.019,spotify:track:60nZcImufyMA1MKQY3dcCH,232720.0
2,Dark Horse,Katy Perry,2014,Juicy J,,https://charts-static.billboard.com/img/2013/10/katy-perry-04d-53x53.jpg,5jrdCoLpJSvHHorevXBATy,801,0.645,0.585,-6.122,0.0513,0.00314,0.0,131.931,spotify:track:5jrdCoLpJSvHHorevXBATy,215672.0
3,All Of Me,John Legend,2014,,,https://charts-static.billboard.com/img/2013/08/john-legend-xtz-53x53.jpg,,802,,,,,,,,,
4,Fancy,Iggy Azalea,2014,Charli XCX,,https://charts-static.billboard.com/img/2014/03/iggy-azalea-68u-53x53.jpg,3oiMJQAWVaxSubJ7b2VUtX,803,0.912,0.716,-4.141,0.0697,0.0904,0.0,94.981,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,199938.0
5,Counting Stars,OneRepublic,2014,,,https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg,6sy3LkhNFjJWlaeSMNwQ62,804,0.664,0.705,-4.972,0.0382,0.0654,0.0,122.017,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,257840.0
6,Talk Dirty,Jason Derulo,2014,2 Chainz,,https://charts-static.billboard.com/img/2013/11/jason-derulo-3xq-53x53.jpg,6g6A7qNhTfUgOSH7ROOxTD,805,0.76,0.652,-7.321,0.232,0.0348,0.0,100.315,spotify:track:6g6A7qNhTfUgOSH7ROOxTD,177685.0
7,Rude,MAGIC!,2014,,,https://charts-static.billboard.com/img/2013/12/magic-1-yin-53x53.jpg,6RtPijgfPKROxEzTHNRiDp,806,0.774,0.756,-4.995,0.0389,0.0423,0.0,144.032,spotify:track:6RtPijgfPKROxEzTHNRiDp,224840.0
8,All About That Bass,Meghan Trainor,2014,,,https://charts-static.billboard.com/img/2017/04/meghan-trainor-53x53.jpg,5jE48hhRu8E6zBDPRSkEq7,807,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,134.052,spotify:track:5jE48hhRu8E6zBDPRSkEq7,187920.0
9,Problem,Ariana Grande,2014,Iggy Azalea,,https://charts-static.billboard.com/img/2014/05/ariana-grande-ypy-53x53.jpg,7vS3Y0IKjde7Xg85LWIEdP,808,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,103.009,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,193920.0
10,Stay With Me,Sam Smith,2014,,,https://charts-static.billboard.com/img/2014/04/sam-smith-ik0-stay-with-me-nwg-53x53.jpg,5Nm9ERjJZ5oyfXZTECKmRt,809,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,84.094,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,172724.0
11,Timber,Pitbull,2014,Ke$ha,,https://charts-static.billboard.com/img/2013/10/pitbull-odu-53x53.jpg,3cHyrEgdyYRjgJKSOiOtcS,810,0.581,0.963,-4.087,0.0981,0.0295,0.0,129.992,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,204160.0
12,Pompeii,Bastille,2014,,,https://charts-static.billboard.com/img/2013/03/bastille-p0b-53x53.jpg,3gbBpTdY8lnQwqxNCcf795,811,0.679,0.715,-6.383,0.0407,0.0755,0.0,127.435,spotify:track:3gbBpTdY8lnQwqxNCcf795,214148.0
13,Shake It Off,Taylor Swift,2014,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,5xTtaWoae3wi06K5WfVUUH,812,0.648,0.785,-5.414,0.165,0.0561,0.0,160.02,spotify:track:5xTtaWoae3wi06K5WfVUUH,219200.0
14,Am I Wrong,Nico,2014,Vinz,,https://charts-static.billboard.com/img/2014/04/nico-vinz-0zf-53x53.jpg,1fidCEsYlaVE3pHwKCvpFZ,813,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,119.968,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,245867.0
15,Turn Down For What,DJ Snake,2014,Lil Jon,,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-53x53.jpg,,814,,,,,,,,,
16,The Monster,Eminem,2014,Rihanna,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,48RrDBpOSSl1aLVCalGl5C,815,0.781,0.853,-3.68,0.0715,0.0525,0.0,110.049,spotify:track:48RrDBpOSSl1aLVCalGl5C,250189.0
17,Say Something,A Great Big World,2014,Christina Aguilera,,https://charts-static.billboard.com/img/2013/10/a-great-big-world-b0r-53x53.jpg,6Vc5wAMmXdKIAM7WUoEb7N,816,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,141.284,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,229400.0
18,Team,Lorde,2014,,,https://charts-static.billboard.com/img/2013/09/lorde-gw0-53x53.jpg,3G6hD9B2ZHOsgf4WfNu7X1,817,0.69,0.578,-7.436,0.0929,0.167,0.0,99.961,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,193059.0
19,Let Her Go,Passenger,2014,,,https://charts-static.billboard.com/img/2016/10/passenger-53x53.jpg,0JmiBCpWc1IAc0et7Xm7FL,818,0.479,0.545,-7.346,0.0688,0.365,0.0,74.897,spotify:track:0JmiBCpWc1IAc0et7Xm7FL,252733.0
20,Royals,Lorde,2014,,,https://charts-static.billboard.com/img/2017/07/lorde-53x53.jpg,2dLLR6qlu5UJ5gk0dKz0h3,819,0.674,0.428,-9.504,0.122,0.121,0.0,84.878,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,190185.0
21,Let It Go,Idina Menzel,2014,,,https://charts-static.billboard.com/img/2013/12/idina-menzel-3hw-53x53.jpg,0qcr5FMsEO85NAQjrlDRKo,820,0.541,0.485,-6.85,0.031,0.558,0.0,136.956,spotify:track:0qcr5FMsEO85NAQjrlDRKo,223840.0
22,Wake Me Up!,Avicii,2014,,,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg,,821,,,,,,,,,
23,Demons,Imagine Dragons,2014,,,https://charts-static.billboard.com/img/2012/08/imagine-dragons-wca-demons-j2t-53x53.jpg,3LlAyCYU26dvFZBDUIMb7a,822,0.505,0.71,-3.015,0.0321,0.19,0.00025,89.938,spotify:track:3LlAyCYU26dvFZBDUIMb7a,175200.0
24,Story Of My Life,One Direction,2014,,,https://charts-static.billboard.com/img/2013/11/one-direction-7ru-53x53.jpg,,823,,,,,,,,,
25,Chandelier,Sia,2014,,,https://charts-static.billboard.com/img/2014/05/sia-kfh-53x53.jpg,2s1sdSqGcKxpPr5lCl7jAV,824,0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,117.089,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,216120.0
26,Black Widow,Iggy Azalea,2014,Rita Ora,,https://charts-static.billboard.com/img/2014/05/iggy-azalea-68u-53x53.jpg,7pNC5ZIKtwUK0ReSpM3P9f,825,0.743,0.72,-3.753,0.124,0.192,0.000386,163.99,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,209423.0
27,Bang Bang,"Jessie J, Ariana Grande",2014,Nicki Minaj,,https://charts-static.billboard.com/img/2014/08/jessie-j-zrp-53x53.jpg,,826,,,,,,,,,
28,Latch,Disclosure,2014,Sam Smith,,https://charts-static.billboard.com/img/2013/06/disclosure-g9t-53x53.jpg,1DunhgeZSEgWiIYbHqXl0c,827,0.729,0.735,-5.455,0.0919,0.0178,0.000193,121.986,spotify:track:1DunhgeZSEgWiIYbHqXl0c,255867.0
29,Maps,Maroon 5,2014,,,https://charts-static.billboard.com/img/2014/06/maroon-5-vhb-53x53.jpg,4gbVRS8gloEluzf0GzDOFc,828,0.742,0.713,-5.522,0.0303,0.0205,0.0,120.032,spotify:track:4gbVRS8gloEluzf0GzDOFc,189960.0
30,Loyal,Chris Brown,2014,Lil Wayne,French Montana Or Too $hort Or Tyga,https://charts-static.billboard.com/img/2014/01/chris-brown-cte-53x53.jpg,5BrTUo0xP1wKXLJWUaGFtk,829,0.841,0.522,-5.963,0.049,0.0168,1.37e-06,99.059,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,264947.0
31,Best Day Of My Life,American Authors,2014,,,https://charts-static.billboard.com/img/2017/03/american-authors-53x53.jpg,5Hroj5K7vLpIG4FNCRIjbP,830,0.673,0.902,-2.392,0.0346,0.0591,0.000262,100.012,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,194240.0
32,Habits (Stay High),Tove Lo,2014,,,https://charts-static.billboard.com/img/2014/04/tove-lo-vxl-53x53.jpg,,831,,,,,,,,,
33,Summer,Calvin Harris,2014,,,https://charts-static.billboard.com/img/2014/03/calvin-harris-s9n-53x53.jpg,6YUTL4dYpB9xZO5qExPf05,832,0.596,0.856,-3.556,0.0346,0.0211,0.0178,127.949,spotify:track:6YUTL4dYpB9xZO5qExPf05,222533.0
34,Boom Clap,Charli XCX,2014,,,https://charts-static.billboard.com/img/2014/06/charli-xcx-juq-53x53.jpg,0Y1MWB026LYxGvhq4EcMiC,833,0.659,0.911,-2.28,0.0786,0.154,0.000304,91.999,spotify:track:0Y1MWB026LYxGvhq4EcMiC,169866.0
35,Drunk In Love,Beyonce,2014,Jay Z,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,834,,,,,,,,,
36,Anaconda,Nicki Minaj,2014,,,https://charts-static.billboard.com/img/2009/08/nicki-minaj-thi-53x53.jpg,794F99D5BQHS5ZGRXAs7I5,835,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,129.994,spotify:track:794F99D5BQHS5ZGRXAs7I5,260240.0
37,Break Free,Ariana Grande,2014,Zedd,,https://charts-static.billboard.com/img/2014/07/ariana-grande-ypy-53x53.jpg,12KUFSHFgT0XCoiSlvdQi4,836,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,129.956,spotify:track:12KUFSHFgT0XCoiSlvdQi4,214840.0
38,Bailando,Enrique Iglesias,2014,Descemer Bueno,Gente de Zona,https://charts-static.billboard.com/img/2017/03/enrique-iglesias-53x53.jpg,32lm3769IRfcnrQV11LO4E,837,0.723,0.777,-3.503,0.108,0.0426,3.68e-06,91.017,spotify:track:32lm3769IRfcnrQV11LO4E,243413.0
39,Burn,Ellie Goulding,2014,,,https://charts-static.billboard.com/img/2013/07/ellie-goulding-1mr-53x53.jpg,,838,,,,,,,,,
40,Wiggle,Jason Derulo,2014,Snoop Dogg,,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-wiggle-8yx-53x53.jpg,2sLwPnIP3CUVmIuHranJZU,839,0.697,0.621,-6.886,0.25,0.0802,0.0,81.946,spotify:track:2sLwPnIP3CUVmIuHranJZU,193296.0
